model,response,question,references,benchmark,Mistral-7B,Llama-7B,Llama-13B,Llama3-8B,Gemma-2B,Llama-70B,EM,Llama3-70B,GPT-4,JudgeLM,Contains,HumanJudgement
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Which unit of the Roman army was one tenth of a legion?
A:",Which unit of the Roman army was one tenth of a legion?,"Cohort
Cohort
Cohorts
Cohort (disambiguation)",triviaQA-400-v1.5.0,True,True,False,False,True,True,False,True,True,False,False,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What title was given to the eldest son of a Russian Czar?
A:",What title was given to the eldest son of a Russian Czar?,"Czarevitch
The Czaravitch (operetta)
Czarevitch
Der Zarewitsch
The czarevitch
Czarevitch (operetta)",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What is the pleasant activity of osculation?
A:",What is the pleasant activity of osculation?,"Kissing
Kissings
Kissy kiss
Philematologist
Snogg
Philematology
Screen kiss
💏
Smooch
New years kiss",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,False,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What is the common name of the clavicle?
A:",What is the common name of the clavicle?,"Collarbone
Collar bone
Clavicle bone
The Clavicle
Little key
Clavacle
Conoid tubercle
Collarbone
Clavicula
Collarbones",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: By what name was the American short-story writer William Sydney Porter better known?
A:",By what name was the American short-story writer William Sydney Porter better known?,"O HENRY
O.henry books
William Sidney Porter
O HENRY
O. Henry
Henry, O.
Oliver Henry
O.Henry
O Henry
William Sydeny Porter",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What is the name of the spiritual leader of a community of Zen Buddhist monks?
A:",What is the name of the spiritual leader of a community of Zen Buddhist monks?,"Roshi
Roshi (disambiguation)
Roshi",triviaQA-400-v1.5.0,False,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Noel Coward died in 1973. In which country?
A:",Noel Coward died in 1973. In which country?,"Jamaica
Jamica
Jamaica
Jamrock
Lambsriver, Westmoreland, Jamaica
America/Jamaica
Castleton Botanical Gardens, Jamaica
Jamaica, the Nation
Name of Jamaica
Xaymaca",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Who was the suffragette killed during the 1913 Derby?
A:",Who was the suffragette killed during the 1913 Derby?,"Emily Davison
Emily davidson
Emily Wilding Davison
Emily Davidson
Anmer (horse)
Emily Davison",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Herb of Grace is the name given to which strong- smelling herb?
A:",Herb of Grace is the name given to which strong- smelling herb?,"Rue
Rue
Ruta graveolens
Common rue
Common Rue",triviaQA-400-v1.5.0,True,True,False,False,True,True,False,True,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Who was assassinated in 1968 in the Ambassador Hotel in Los Angeles?
A:",Who was assassinated in 1968 in the Ambassador Hotel in Los Angeles?,"Robert Kennedy
Robert F. Kennedy
Bobby Francis Kennedy
Robert f kennedy
Bobby Kenneddy
Mary Courtney Kennedy Hill
Robert Fitzgerald Kennedy
Bobby Kennedy
Robert Francis %22Bobby%22 Kennedy
Bobby kennedy",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
